	title	description	source	date	open_coding_topic	sentiment	sentimental_words
0	Canadian PM Carney challenges Trump to bet on Dodgers vs Blue Jays World Series: 'He's afraid'	Canadian Prime Minister Mark Carney challenged President Donald Trump to a World Series bet, predicting Toronto Blue Jays will beat Los Angeles Dodgers in six g...	foxnews.com	2025-10-24T00:00:23.000000Z	Personal	Neutral	
1	Canadian PM makes veiled dig at Trump during film festival, warns not to push 'too far'	Canadian Prime Minister Mark Carney implicitly criticized President Donald Trump at the Toronto International Film Festival, using references to comedian John C...	foxnews.com	2025-09-05T22:30:46.000000Z	International	Negative	makes veiled dig, Carney implicitly criticized President Donald Trump
2	Canada plans to recognize Palestinian state in September, PM Carney says	Canadian Prime Minister Mark Carney said the country plans to recognize a Palestinian state in September during a meeting of the United Nations.	foxnews.com	2025-07-31T03:54:25.000000Z	International	Neutral	
3	Carney cuts short questions to Trump ahead of G7 summit	President Donald Trump claims at G7 summit that Russia's removal from G8 was a mistake that led to war, discusses tariffs with Canada and potential Iran de-esca...	foxnews.com	2025-06-16T18:05:49.000000Z	International	Neutral	
4	Senators go to Canada to meet PM Carney,smooth Trump tariff,51st-state tensions	Bipartisan senators,led by Kevin Cramer and Jeanne Shaheen,visit Canada to ease U.S.-Canada tensions amid trade disputes and diplomatic challenges.	foxnews.com	2025-05-28T21:57:22.000000Z	Internatioinal	Neutral	
5	Trump targets northern border security as Canada's 'open border' policies create new threats	Canada's open-border policies pose risks to US security, with drug smuggling and criminal activities increasing along the northern border under PM Mark Carney.	foxnews.com	2025-05-16T09:00:08.000000Z	International	Negative	drug smuggling and criminal activities increasing along the northern border under PM Mark Carney
6	How Canada’s new prime minister plans to take down America and impose the Great Reset	Canada's new Prime Minister Mark Carney led two G7 central banks, was a trustee of the World Economic Forum and wants ESG rules and digital currency to reset gl...	foxnews.com	2025-05-07T09:00:38.000000Z	International	Negative	plans to take down America and impose the Great Reset
7	Trump teases 'very, very big announcement' ahead of Middle East trip, Carney says he's 'on edge of my seat'	"President Donald Trump said his administration will soon make ""one of the most important announcements that have been made"" before his trip to the Middle East"	foxnews.com	2025-05-06T16:35:01.000000Z	International	Neutral	
8	With federal election looming, Liberal Canadian PM accused of plagiarism while studying at Oxford: report	Prime Minister Mark Carney is embroiled in controversy after a Canadian news outlet discovered at least 10 instances of possible plagiarism in his 1995 Oxford t...	foxnews.com	2025-03-30T02:42:49.000000Z	Personal	Negative	accused of plagiarism
9	Trump holds 'extremely productive call' with Canadian prime minister: 'We agree on many things'	"President Donald Trump said he held an ""extremely productive call"" with Canadian Prime Minister Mark Carney on Friday."	foxnews.com	2025-03-28T16:08:46.000000Z	International	Positive	We agree on many things,extremely productive call
10	Mark Carney wins Liberal Party nomination to replace Trudeau as Canada's next PM	The Liberal Party's new leader Mark Carney is expected to call a general election for late April or early May where he will go up against Conservative leader Pi...	foxnews.com	2025-03-09T23:00:40.000000Z	Election	Positive	wins,nomination
11	Trump critic Mark Carney poised to replace Trudeau as Canada's prime minister	Strong support from Liberal parliamentarians and a strong showing in the polls have made Mark Carney the frontrunner in Canada's Liberal leadership race.	foxnews.com	2025-03-09T15:39:44.000000Z	Election	Positive	strong showing
12	Canada’s new PM and Trump critic Mark Carney accused of being out of touch with the 'common man’	Carney is a former Goldman Sachs banker and UN special envoy for climate action and finance	foxnews.com	2025-03-15T9:51:44.000000Z	International	Negative	critic Mark Carney accused of being out of touch with the 'common man’
13	Carney says Canada is not for sale, Trump replies, 'Never say never'	Trump has repeatedly discussed Canada becoming another US state, along with sharing plans to acquire Greenland and the Panama Canal	foxnews.com	2025-05-06T12:48:44.000000Z	International	Negative	Never say never:
14	Canadian PM Carney to meet Trump at White House after election influenced by annexation threats	Conservative leader Pierre Poilievre shares blame with President Donald Trump for Liberals winning Canadian election,say analysts	foxnews.com	2025-03-09T6:15:44.000000Z	Election	Neutral	
15	Canadian Prime Minister Mark Carney says 'old relationship' with US 'is over' amid tension over Trump tariffs	Canadian leader's remarks come amid tension with Trump administration over new tariffs	foxnews.com	2025-03-09T19:19:44.000000Z	International	Neutral	
16	New Canadian PM blasts Trump's 51st state idea: 'Crazy'	Canadian Prime Minister Mark Carney was sworn into office on Friday and faces an escalating trade war with the US	foxnews.com	2025-03-14T17:28:44.000000Z	International	Neutral	
17	Trump's 16th week in office to include WH meeting with Canada, ongoing trade negotiations	President Donald Trump's 16th week back in the Oval Office is expected to include a visit from Canadian PM Carney, trade talks and ongoing negotiations to end the war in Ukraine.	foxnews.com	2025-05-04T17:28:44.000000Z	International	Neutral	
18	John Ivison: Carney’s ‘commerce-first’ foreign policy spares no care for atrocities	The Carney government cannot follow its conscience on Sudan because that would take it in a different direction from its trade policy.	nationalpost.com	2025-11-25T22:41:30.000000Z	Internatinal	Negative	spares no care for atrocities, cannot follow its conscience
19	Tasha Kheiriddin: Did Carney really ditch Canada's feminist foreign policy?	Carney’s position is like being half-pregnant — unless he fully and clearly repudiates Trudeau’s legacy, it will continue to haunt us	nationalpost.com	2025-11-25T19:25:24.000000Z	International	Negative	Carney really ditch Canada's, Carney’s position is like being half-pregnant
20	John Ivison: Why Canada can’t back Trump’s peace plan for Ukraine	Mark Carney and his European and Japanese counterparts agreed the plan was unacceptable, but there were tensions about how to respond.	nationalpost.com	2025-11-24T21:12:38.000000Z	International	Neutral	
21	Kelly McParland: Carney buries Trudeau's 'feminist foreign policy'	But a lot of the old prime minister's legacy persists	nationalpost.com	2025-11-24T17:39:13.000000Z	National	Negative	Carney buries Trudeau's 'feminist foreign policy'
22	Carney and Modi agree to renew Canada-India free trade talks	Canada and India will renew discussions on a bilateral free trade agreements between the two nations.	nationalpost.com	2025-11-23T21:19:46.000000Z	International	Positive	agree to renew Canada-India free trade talks
23	'Nostalgia is not a strategy': Carney urges global unity at U.S.-snubbed G20 summit	At the G20, Mark Carney warned of a global 'rupture; driven by rising protectionism, geopolitical rivalry and shifting economic power.	nationalpost.com	2025-11-23T18:54:43.000000Z	International	Neutral	
24	Carney says 'centre of gravity' is changing as G-20 proceeds without the U.S.	Mark Carney touted global progress without U.S. involvement at the G-20 summit in South Africa.	nationalpost.com	2025-11-23T16:16:51.000000Z	International	Negative	touted
25	Letters: Come on Carney, don't be coy about pipelines	Readers have their say on the potential new pipeline to northwest B.C., billionaire 'benefactors,' Canadians' short memories, and more	nationalpost.com	2025-11-23T10:30:12.000000Z	National	Negative	Don't be coy
26	Why Chinese EVs keep haunting Liberal prime ministers	Mark Carney has inherited Justin Trudeau’s nightmare.	nationalpost.com	2025-11-21T17:09:45.000000Z	International	Neutral	
27	Kelly McParland: Swedish jet offer is about more than just planes	Should Carney opt for the Swedish jet it would confirm Canada's determination to make its own choices.	nationalpost.com	2025-11-19T11:00:20.000000Z	International	Neutral	
28	Tom Flanagan: Louis Riel's leadership was ruinous for the Métis	And yet, Prime Minister Mark Carney celebrates him	nationalpost.com	2025-11-18T18:38:43.000000Z	National	Negative	ruinous, And yet Prime Minister Mark Carney celebrates him
29	Terry Newman: Carney should mend relations with the U.S. before cozying up to China	Carney and Xi will no doubt be able to find 'common ground.' That doesn't mean they should	nationalpost.com	2025-11-18T11:00:07.000000Z	International	Negative	That doesn't mean they should
30	John Ivison: Rising prices are hitting both Trump and Carney where it hurts	Trump has had to lower tariffs on groceries. The problem for Ottawa is that prices have risen even more quickly in Canada than in the U.S.	nationalpost.com	2025-11-17T20:57:26.000000Z	International	Negative	Risen more quickly in canada and problem for ottawa
31	Richard Ciano: Mr. Carney, investors don't see 'rule of law' in Canada — they see chaos	The PM claims the U.S. is unpredictable, yet Canada's greatest infrastructure challenge remains its own internal borders	nationalpost.com	2025-11-17T16:41:20.000000Z	National	Negative	Mr. Carney, investors don't see 'rule of law' in Canada — they see chaos
32	'Right now, I’m a no,' Green Party leader Elizabeth May says ahead of budget vote	Prime Minister Mark Carney needs two votes to support the budget or four opposition members to abstain in order to avoid another election.	nationalpost.com	2025-11-16T20:14:38.000000Z	National	Neutral	
33	Liberals set to announce support measures for Canadian steel sector amid tariff war	The measures will include new restrictions on imports from countries without a free-trade agreement with Canada, according to a government official.	thestar.com	2025-11-25T18:25:00-05:00Z	International	Neutral	
34	Manitoba Premier Kinew asks PM Carney for sentencing, parole overhaul	WINNIPEG - Manitoba Premier Wab Kinew has asked the prime minister for stiffer sentences for repeat or serial killers, citing the recent relea…	thestar.com	2025-11-25T17:29:03-05:00	National	Neutral	
35	Fact File: X’s AI chatbot claims Carney isn’t PM, Russian video set in Toronto	The artificial intelligence chatbot Grok made several errors over the past few weeks when asked to verify information on the X platform. In on…	thestar.com	2025-11-25T16:28:53-05:00	International	Neutral	
36	Mark Carney says hurdles remain as tensions rise over pipeline deal for Alberta	"The prime minister said a memorandum of understanding with Alberta will set out ""necessary conditions"" for any federal greenlight to a new oil"	thestar.com	2025-11-25T15:30:00-05:00Z	National	Neutral	
37	Carney says his comment about speaking with Trump was a ‘poor choice of words’	"At the G20 summit in Johannesburg, Prime Minister Mark Carney was asked when he last spoke to U.S. President Donald Trump. He replied: ""Who cares?"""	thestar.com	2025-11-25T14:54:00-05:00	International	Negative	poor choice of words
38	Newfoundland is ‘back in the oil business,’ new premier vows ahead of Carney meeting	ST. JOHN'S - Newfoundland and Labrador's new premier vowed on Tuesday to pump new life into the province's offshore oil industry, saying previ…	thestar.com	2025-11-25T13:30:44-05:00	National	Neutral	
39	Carney says B.C. ‘has to agree’ on pipeline plan from Alberta	The legislation prohibits tankers from carrying more than 12,500 metric tons of crude oil in areas along the Northern coast of British Columbia.	thestar.com	2025-11-25T04:00:00-05:00	Nationatrall	Neu	
40	David Eby says it is ‘unacceptable’ for Alberta,Saskatchewan to talk pipelines without B.C. input	British Columbia Premier David Eby says he told Prime Minister Mark Carney that B.C. expects to be a full partner on plans for a pipeline as O…	thestar.com	2025-11-24T20:54:00-05:00	National	Negative	unacceptable
41	Mark Carney considering Washington trip next week for World Cup draw	The Prime Minister's Office confirmed that Carney is considering travelling to D.C. for the final draw on Dec. 5 for the FIFA World Cup 2026	thestar.com	2025-11-25T13:48:34-05:00	International	Neutral	
42	MPs weigh in on Mark Carney’s comments on Canada’s feminist foreign policy	Liberal MP Karina Gould and NDP MP Leah Gazan respond to Prime Minister Mark Carney's comment that Canada no longer has a feminist foreign pol…	thestar.com	2025-11-24T17:16:00-05:00	National	Neutral	
43	Premier Eby tells Carney it’s unacceptable B.C. has been cut out of pipeline talks	Eby said he expects Ottawa to include B.C. and Coastal First Nations as full participants in any future talks.	thestar.com	2025-11-24T17:12:00-05:00	National	Negative	unacceptable
44	Mark Carney’s comment about not talking to Donald Trump criticized and defended	Conservative Leader Pierre Poilievre criticizes Prime Minister Mark Carney over comments made at the G20 summit that there were no burning iss…	thestar.com	2025-11-24T16:57:00-05:00Z	Public Relations	 Negative	" ""Criticizes"""
45	‘He should care’: Conservatives slam Carney on Trump comments	Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made recently about stalled trade talks with U.S. President	thestar.com	2025-11-25T15:23:01-05:00	International	Negative	Conservatives slam Carney, dismissive comments
46	Spending watchdog flags change of ‘fiscal anchors’ in Carney government budget	Parliament's interim budget officer says the federal government abruptly “abandoned” a longstanding fiscal anchor in its Nov. 4 budget.	thestar.com	2025-11-24T15:30:00-05:00	National	Negative	abruptly “abandoned”
47	Why Carney’s Major Projects Office is more financier than regulatory accelerator	Gaining leverage is at the core of Canada’s push with the Major Projects Office and the Liberals’ recent aggressive spending strategy.	thestar.com	2025-11-25T12:08:26-05:00	National	Neutral	
48	MPs swipe at Carney’s claim that Canada has no feminist foreign policy	Prime Minister Carney said Canada still wants to defend LGBTQ+ rights and combating violence against women.	thestar.com	2025-11-24T13:13:00-05:00	National	Negative	MPs swipe at Carney
49	Canada and India reset + The Crowns dangerous error	Here’s the latest on Mark Carney and Narendra Modi’s trade plans, programs at George Brown being cut in Toronto but offered abroad and prosecutors	thestar.com	2025-11-24T07:30:00-05:00	International	Neutral	
50	David Olive: While an erratic Trump ignores Canada,Carney quietly cements international investments. Elbows up,indeed	The Canada that Donald Trump finally confronts at the negotiating table,writes David Olive,will have more powerful friends around the world and	thestar.com	2025-11-25T16:50:35-05:00	International	Positive	cements international investments,powerful friends
51	Mark Carney evokes Mandela in navigating global disruption	Prime Minister Mark Carney evoked the legacy of Nelson Mandela in praising efforts by fellow leaders to collaborate at the G20 summit in Johan…	thestar.com	2025-11-23T16:48:00-05:00	International	Positive	evoked the legacy, praising efforts, collaborate
52	Mark Carney wouldn’t describe Canada as having feminist foreign policy	Prime Minister Mark Carney says Canada no longer has a feminist foreign policy, but still wants to uphold values on the world stage that inclu…	thestar.com	2025-11-24T17:02:23-05:00	International	Neutral	
53	Carney: No ‘burning issue’ to bring up with Trump, talks to resume when ‘appropriate’	"""When America wants to come back and have conversations on the trade side, we will have those discussions,"" said Prime Minister Mark Carney."	thestar.com	2025-11-25T15:23:01-05:00	International	Neutral	
54	With its future uncertain, should the NDP pursue power or principles?	After near electoral collapse, should the NDP shift left with bold, systemic proposals, or focus on pragmatic gains and achieving power?	thestar.com	2025-11-23T07:00:00-05:00	National	Neutral	
55	New Nunavut premier takes office as federal government pushes infrastructure drive	OTTAWA - As John Main settled in for one of his first interviews since being chosen as Nunavut’s new premier, his phone rang while he was in t…	thestar.com	2025-11-23T06:00:00-05:00	National	Neutral	
56	Here’s one thing Mark Carney could do that would improve the welfare of more Canadians than any pipeline or mine	Canada spends about $10 billion more on medicines each year than countries with universal pharmacare because our system doesn't provide access to	thestar.com	2025-11-23T06:00:00-05:00	National	Negative	Here’s one thing Mark Carney could do that would improve the welfare of more Canadians than any pipeline or mine
57	Carney says Canada upholding values but drops talk of ‘feminist foreign policy’	Carney's comments at the G20 summit in Johannesburg illustrate a shift in rhetoric from the government of Justin Trudeau.	thestar.com	2025-11-24T17:02:23-05:00	International	Neutral	
58	Carney evokes Mandela,looks to trade pacts to help navigate ‘this moment of rupture’	JOHANNESBURG - Prime Minister Mark Carney evoked the legacy of Nelson Mandela in praising efforts by fellow leaders to collaborate amid global…	thestar.com	2025-11-23T03:03:00-05:00	International	Neutral	
59	'Poor choice of words': Carney backtracks comment on Trump	Prime Minister Mark Carney backtracked on the comment he made over his last discussion with Trump, saying it was a 'poor choice of words.'	citynews.ca	2025-11-26T10:45:00-05:00	International	Negative	Carney backtracks comment
60	Carney attacked over 'who cares' remark	Opposition figures accuse the Prime Minister of being dismissive of those affected by the trade war,after Mark Carney said 'who cares' in response to questions about when was the last time,he spoke with U.S. President Donald Trump.	citynews.ca	2025-11-24T18:41:00-05:00	International	Negative	attacked,accuse,dismissive
61	Carney signs agreement with UAE, no address yet on Sudan's civil war	While Prime Minister Mark Carney reached an investment-protection deal with the UAE on his visit to Abu Dhabi, there is no word yet on whether Canada has brough up human rights concerns on the UAE's role in Sudan's civil war.	citynews.ca	2025-11-20T10:53:00-05:00	International	Negative	no word yet on whether Canada has brough up human rights concerns
62	Carney eyes Canadian economic opportunities in the U.A.E.	Mark Carney is hitting the world stage again while Pierre Poilievre's numbers appear to be declining. Cynthia Mulligan discusses what's next for each leader Marion Nader, Jeff Rutledge and Celina Caesar-Chavannnes.	citynews.ca	2025-11-19T14:36:00-05:00	Election	Positive	Carney is hitting the world stage again while Pierre Poilievre's numbers appear to be declining
63	Carney survives budget test, but more confidence votes await	Prime Minister Mark Carney government's survived a tough test when the budget bill was narrowly passed into law. Glen McGregor looks at how the voting numbers came up in Carney's favour, along with the tough tests still ahead for the PM.	citynews.ca	2025-11-18T17:16:00-05:00	National	Positive	Carney government's survived a tough test, voting numbers came up in Carney's favour
64	Carney 'pleased' with budget vote as feds avoid winter election	Prime Minister Mark Carney says he was pleased with the budget vote after four abstentions secured the Liberals survival of the confidence motion.	citynews.ca	2025-11-18T17:16:00-05:00	National	Neutral	
65	May says she'll vote yes on Liberal budget after Carney makes climate commitment	Green Party Leader Elizabeth May offered the Liberals a critical yes vote on Prime Minister Mark Carney's first budget Monday afternoon — just a few hours before members of Parliament...	citynews.ca	2025-11-17T16:32:00-05:00	National	Neutral	
66	Carney budget faces pivotal vote on Monday	The federal budget will once again be up for discussion in the House of Commons as the Liberals financial blueprint faces a critical vote this week. As Glen McGregor explains,Canadians could be heading into a federal election as early as Monday.	citynews.ca	2025-11-16T17:25:00-05:00	National	Neutral	
67	Carney pitches budget in visit to Montreal Chamber of Commerce	"""The United States has changed (...) We must respond,"" Prime Minister Mark Carney said at Montreal's Chamber of Commerce as he pitched the new federal budget. Zachary Cheung reports."	citynews.ca	2025-11-14T17:27:00-05:00	International	Neutral	
68	PM Carney in Montreal: U.S. has changed, we must respond	Prime Minister Mark Carney was in Montreal Friday to pitch his new budget, which he says is designed to boost the country’s economy and keep Canadian businesses competitive on the global stage.He...	citynews.ca	2025-11-14T17:27:00-05:00	International	Neutral	
69	Will Carney's projects list have a pipeline?	The Prime Minister is preparing to unveil the second batch of nation-building projects to be fast-tracked. While the list reportedly includes mines & LNG projects, it's unclear if it will have the pipeline Alberta is asking for.	citynews.ca	2025-11-12T17:32:00-05:00	National	Neutral	
70	Survey reveals what Canadians really think about Carney's federal budget	A new Leger poll revealed what Canadians think about the federal government's Canada Strong 2025 budget.	citynews.ca	2025-11-12T17:32:00-05:00	National	Neutral	
71	What Carney's 'Buy Canadian' policy could mean for housing, defence	Glen McGregor breaks down what Carney's 'Buy Canadian' policy aims to accomplish amid ongoing pressures from U.S. tariffs forcing local spending.	citynews.ca	2025-11-10T14:59:00-05:00	 National	Neutral	
72	Carney's budget survives second confidence vote with support from Conservatives	The Liberal government is one vote away from passing its proposed federal budget after gaining majority support over a Bloc-Quebecois amendment against the budget.	citynews.ca	2025-11-07T14:40:00-05:00	National	Positive	support
73	Here's what's at stake for Carney's first federal budget	As Carney's Liberal government prepares to table its 2025 federal budget, Glen McGregor explains what could be included in the budget, what's at stake if it's not supported in the House of Commons.	citynews.ca	2025-11-04T10:15:00-05:00	National	Neutral	
74	What Canadians can expect from Carney's first federal budget	Glen McGregor breaks down what we know so far on what Canadians can expect from Carney's first federal budget.	citynews.ca	2025-11-03T10:51:00-05:00Z	National	Neutral	
75	Carney apologizes to Trump over Doug Ford's anti-tariff ad	Prime Minister Mark Carney has apologized to U.S. President Donald Trump for Ontario Premier Doug Ford's controversial anti-tariff ad, which prompted Trump to scrap all trade talks with Canada. Karling Donoghue reports.	citynews.ca	2025-11-01T22:39:00-05:00	International	Neutral	
76	Carney paints Canada as reliable trading partner during Asia trip	Prime Minister Mark Carney wrapped up his first official visit to Asia after attending two major summits and holding a meeting with Chinese President Xi Jinping that both countries hailed as a turning point in relations.	citynews.ca	2025-11-01T22:39:00-05:00	International	Positive	hailed as a turning point in relations
77	Trump and Carney have cordial but distant interaction at ASEAN summit	Despite harsh words shared online from Trump, the U.S. President and Prime Minister Carney had a cordial but distant interaction at the ASEAN summit, signaling a potential shift in the strained relationship.	citynews.ca	2025-10-29T10:52:00-05:00	International	Neutral	
78	Carney offers little after U.S. ends talks	The Prime Minister says Canada is ready to talk any time the U.S. wants to resume trade negotiations. But one professor says Canada shouldn't expect much from America right now,at least in the short-term.	citynews.ca	2025-10-27T18:24:00-05:00	International	Negative	offers little
79	Carney says Canada-U.S. trade talks were progressing before tariff ad	Prime Minister Mark Carney said trade talks between Canada and the U.S. were progressing before the Ontario-made ad calling out Trump's tariffs put a damper on furthering negotiations.	citynews.ca	2025-10-27T18:24:00-05:00	International	Neutral	
80	Carney doesn't directly address latest Trump tariff threat	With trade relations among the main discussion points at the ASEAN summit, Prime Minister Mark Carney did not directly address the latest tariff threat from U.S. President Donald Trump	citynews.ca	2025-10-26T17:21:00-05:00	International	Negative	Carney did not directly address the latest tariff threat
81	Carney in Malaysia to strengthen trade partners amid U.S. tensions	Prime Minister Mark Carney is in Malaysia at the Association of Southeast Asian Nations leaders' summit, pledging to move quickly on bilateral deals with interested countries.	citynews.ca	2025-10-26T17:21:00-05:00	International	Positive	strengthen trade partners, 
82	Carney launches Build Canada Homes entity with initial $13-billion investment	Prime Minister Mark Carney has formally announced the launch of Build Canada Homes (BCH),a brand-new federal housing agency with an ambitious mandate to double housing construction,restore affordability,and reduce homelessness across the country.	dailyhive.com	2025-09-15T12:00:00-05:00	National	Positive	launch,brand-new,ambitious
83	Prime Minister Mark Carney makes hilarious joke about McDavid's contract	Canadian Prime Minister Mark Carney addressed some of the country’s most pressing issues in Edmonton, including Connor McDavid’s contract status.	dailyhive.com	2025-09-10T12:00:00-05:00Z	Public Relations	Positive	Hilarious Joke
84	Loblaw to gradually drop tariff prices on groceries in Canada	Shoppers will soon start seeing tariff prices drop on thousands of grocery items at Loblaw stores in Canada. Last Friday, Prime Minister Mark Carney announced that Canada would be removing retaliatory tariffs on American goods, effective Sept. 1. Loblaw Companies Ltd. CEO and President Per Bank welcomed the news in a recent LinkedIn post, calling it a “big development” for businesses and customers.	dailyhive.com	2025-08-26T12:00:00-05:00	International	Positive	removing retaliatory tariffs, welcomed the news, big development
85	Federal government to create new 'Build Canada Homes' developer for building and financing affordable housing	Prime Minister Mark Carney and his Liberal-led federal government are following through on their election campaign promise of creating a new national agency dedicated to affordable housing.	dailyhive.com	2025-08-14T12:00:00-05:00	National	Positive	following through on their election campaign promise, of creating a new national agency dedicated to affordable housing
86	Prime Minister Mark Carney makes stop at beloved Vancouver bakery	Just after he visited the “iconic” White Rock pier, Prime Minister Mark Carney stopped by for a bite at the beloved New Town Bakery in Vancouver.	dailyhive.com	2025-11-17T12:00:00-05:00	Public Relations	Positive	he visited the “iconic” White Rock pier, Carney stopped by for a bite at the beloved New Town Bakery
87	Prime Minister Mark Carney greets locals at 'iconic' White Rock Pier	Prime Minister Mark Carney was in Metro Vancouver recently, greeting folks at an iconic pier. A post was shared on Carney’s social media pages, showing the Prime Minister at the White Rock Pier.	dailyhive.com	2025-11-13T12:00:00-05:00	Public Relations	Positive	greeting folks at an iconic pier
88	Federal budget takes a step back from promised Canada Public Transit Fund: CUTA	Prime Minister Mark Carney’s 2025 budget for the Government of Canada is drawing criticism from the public transit sector after previously dedicated public transit funding was folded into a larger infrastructure pool,raising concerns over predictability and the ability to move forward with public transit expansion projects across the country.	dailyhive.com	2025-11-18T12:00:00-05:00	National	Negative	concerns
89	How Canada's 2025 federal budget could affect your taxes	Prime Minister Mark Carney’s Liberal government unveiled its federal budget for 2025, and it has a heavy emphasis on investment in hopes of stimulating the economy amid political and financial uncertainty.	dailyhive.com	2025-11-06T12:00:00-05:00	National	Negative	could affect your taxes, amid political and financial uncertainty
90	Mark Carney sends Trump a dig ahead of Toronto Blue Jays World Series	Canadian Prime Minister Mark Carney has been hyping up the Toronto Blue Jays to Donald Trump. Less than 24 hours after the Blue Jays punched their ticket to the World Series, Carney was stopped by a Canadian Press journalist on Tuesday morning to get his thoughts. The Prime Minister is an avid sports fan and was visibly excited to answer a question about the Jays.	dailyhive.com	2025-10-21T12:00:00-05:00	Personal	Neutral	
91	Carney to introduce serious new measures to combat crime in Canada	Prime Minister Mark Carney has announced new measures to combat crime in Canada. On Thursday, the Liberal government stated it would introduce new initiatives to “protect Canadians and keep communities safe.”	dailyhive.com	2025-10-17T12:00:00-05:00Z	National	Positive	New Measures to Protect
92	Hot mic catches Trump make subtle dig at Trudeau to PM Carney	Cameras and mics caught a lighthearted moment between Prime Minister Mark Carney and U. S. President Donald Trump during the Gaza Peace Summit — one that included subtle shade at former Canadian Prime Minister Justin Trudeau.	dailyhive.com	2025-10-14T12:00:00-05:00	International	Neutral	
93	Carney announces CRA's automated tax filing will launch next year	The Canada Revenue Agency (CRA) is moving forward with plans to expand its automated tax filing process, ensuring that low-income Canadians receive the benefits they’re entitled to.	dailyhive.com	2025-10-10T12:00:00-05:00	National	Positive	moving forward with plans to expand its automated tax filing process, ensuring that low-income Canadians receive the benefits they’re entitled to
94	Canada Strong Pass to be extended for the holidays and Summer 2026	Canadians will be able to take advantage of the Canada Strong Pass during the holidays. In an announcement on Friday, Prime Minister Mark Carney revealed that the Canada Strong Pass would be extended for the holidays and Summer 2026.	dailyhive.com	2025-10-10T12:00:00-05:00	National	Neutral	
95	Canada's longest bridge gets major toll cut as Carney slashes Confederation Bridge fees	In a major move to improve affordability and interprovincial connectivity, Prime Minister Mark Carney announced today that tolls on the Confederation Bridge and fares for federally supported interprovincial ferry routes in Atlantic Canada and Eastern Quebec will be significantly reduced starting at the end of this week.	dailyhive.com	2025-07-28T12:00:00-05:00	National	Positive	improve affordability and interprovincial connectivity
96	'Structural unfairness': Premier David Eby calls for more federal funding for BC Ferries	Earlier today,Prime Minister Mark Carney announced major reductions to key transportation service fees in Eastern Canada,fulfilling a promise made during the recent federal election campaign.	dailyhive.com	2025-07-28T12:00:00-05:00	National	Negative	unfairness
97	Manitoba Premier Kinew asks PM Carney for sentencing, parole overhaul - Winnipeg	Manitoba Premier Wab Kinew says the release of a man who killed two women	globalnews.ca	2025-11-25T22:38:45.000000Z	National	Neutral	
98	Carney says ‘who cares’ comment on Trump talks was ‘poor choice of words’ - National	Conservative Leader Pierre Poilievre hammered the prime minister over his comment during question period in the House of Commons Tuesday.	globalnews.ca	2025-11-25T21:50:11.000000Z	Public Relations	Negative	Hammered
99	It’s unacceptable B.C. has been cut out of pipeline talks, Premier Eby tells Mark Carney	For a project he says 'doesn't actually exist,' there was a lot British Columbia Premier David Eby had to say about a potential pipeline from Alberta to B.C.'s ...	globalnews.ca	2025-11-25T02:11:01.000000Z	National	Negative	It’s unacceptable, For a project he says 'doesn't actually exist,'
100	Carney, Modi agree to revive comprehensive trade deal talks - National	Canadian and Indian prime ministers Mark Carney and Narendra Modi have agreed to work towards a new comprehensive economic partnership agreement.	globalnews.ca	2025-11-23T21:17:16.000000Z	International	Positive	Agreed to work towards
101	Carney says he’ll speak with Trump ‘when it’s appropriate’ - National	Prime Minister Mark Carney said he doesn't have a	globalnews.ca	2025-11-23T20:27:03.000000Z	International	Neutral	
102	Carney says Canada drops talk of ‘feminist foreign policy’ but upholds values - National	Prime Minister Mark Carney says he wants Canada to uphold values on the world stage including combatting violence against women, but says it doesn't have a femi...	globalnews.ca	2025-11-23T17:47:07.000000Z	International	Positive	Combatting violence, uphold values
103	Carney says ‘constructive’ talks ongoing with Alberta about oil pipeline	Prime Minister Mark Carney on Sunday addressed speculation about whether an agreement is close for a new pipeline between Alberta and B.C.'s northern coast.	globalnews.ca	2025-11-23T16:11:14.000000Z	National	Positive	Constructive Talks
104	Carney says U.S. peace plan for Ukraine needs ‘more work’; expert calls it a ‘disaster’ - National	Ukraine peace talks take centre stage at the G20 Summit in Johannesburg, with the United States, Russia and China notably absent from the summit.	globalnews.ca	2025-11-22T17:25:57.000000Z	International	Neutral	
105	PM Carney at G20 as countries move beyond U.S. - National	Prime Minister Mark Carney is in Johannesburg for the G20 summit, where South African officials say there will be a joint declaration despite a U.S. boycott.	globalnews.ca	2025-11-22T13:09:37.000000Z	International	Neutral	
106	Carney wraps up UAE visit with $70B investment pledge into Canada - National	The announcements come as Carney concluded a visit to Abu Dhabi, which focused heavily on trade amid concerns about the war in Sudan.	globalnews.ca	2025-11-21T13:22:12.000000Z	International	Positive	Carney wraps up UAE visit with $70B investment pledge into Canada
107	Sports gambling ads in Canada must be reined in, senators urge in letter - National	A letter signed by more than 40 senators urges Prime Minister Mark Carney to work towards banning sports betting ads in Canada, which highlights the health and ...	globalnews.ca	2025-11-20T21:40:00.000000Z	National	Neutral	
108	Carney signs investment pact, launches trade talks during UAE visit - National	On Thursday, Carney announced the investment pact following a meeting with UAE President Sheikh Mohammed bin Zayed Al Nahyan, and both also launched talks for a...	globalnews.ca	2025-11-20T13:26:05.000000Z	International	Positive	Investment Pact
